发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211030171819,开,开,关,38°C,25%,27,16分钟
20211030171825,开,开,关,38°C,25%,28,16分钟
20211030171827,开,开,关,38°C,25%,30,16分钟
20211030171829,开,开,关,38°C,25%,27,16分钟
20211030171843,开,开,关,38°C,25%,28,16分钟
20211030171851,开,开,关,38°C,25%,28,15分钟
20211030171853,开,开,关,38°C,25%,30,15分钟
20211030171907,开,开,关,38°C,25%,28,15分钟
20211030171909,开,开,关,38°C,25%,30,15分钟
20211030171944,开,开,关,38°C,25%,28,15分钟
20211030171950,开,开,关,38°C,25%,28,14分钟
20211030171952,开,开,关,38°C,25%,30,14分钟
20211030171954,开,开,关,38°C,25%,27,14分钟
20211030172024,开,开,关,38°C,25%,28,14分钟
20211030172026,开,开,关,37°C,25%,28,18分钟
20211030172030,开,开,关,37°C,25%,30,18分钟
20211030172050,开,开,关,37°C,25%,28,18分钟
20211030172056,开,开,关,37°C,25%,28,17分钟
20211030172058,开,开,关,37°C,25%,30,17分钟
20211030172119,开,开,关,37°C,25%,28,17分钟
20211030172121,开,开,关,37°C,25%,27,17分钟
20211030172129,开,开,关,36°C,0%,30,19分钟
20211030172201,开,开,关,36°C,0%,28,19分钟
20211030172203,开,开,关,35°C,0%,28,21分钟
20211030172207,开,开,关,35°C,0%,30,21分钟
20211030172217,开,开,关,35°C,0%,28,21分钟
20211030172221,开,开,关,35°C,0%,28,20分钟
20211030172223,开,开,关,35°C,0%,30,20分钟
20211030172225,开,开,关,35°C,0%,27,20分钟
20211030172227,开,开,关,35°C,0%,28,20分钟
20211030172229,开,开,关,35°C,0%,27,20分钟
20211030172237,开,开,关,35°C,0%,28,20分钟
20211030172239,开,开,关,34°C,0%,20,22分钟
20211030172243,开,开,关,34°C,0%,13,22分钟
20211030172245,开,开,关,34°C,0%,15,22分钟
20211030172247,开,开,关,34°C,0%,16,22分钟
20211030172253,开,开,关,34°C,0%,17,22分钟
20211030172256,开,开,关,34°C,0%,21,22分钟
20211030172304,开,开,关,34°C,0%,22,22分钟
20211030172306,开,开,关,34°C,0%,21,22分钟
20211030172308,开,开,关,34°C,0%,22,22分钟
20211030172310,开,开,关,34°C,0%,16,22分钟
20211030172312,开,开,关,34°C,0%,18,22分钟
20211030172316,开,开,关,34°C,0%,17,22分钟
20211030172320,开,开,关,34°C,0%,18,22分钟
20211030172322,开,开,关,34°C,0%,17,21分钟
20211030172332,开,开,关,34°C,0%,22,21分钟
20211030172334,开,开,关,33°C,0%,22,24分钟
20211030172336,开,开,关,33°C,0%,23,24分钟
20211030172338,开,开,关,33°C,0%,22,24分钟
20211030172342,开,开,关,33°C,0%,23,23分钟
20211030172349,开,开,关,33°C,0%,22,23分钟
20211030172350,开,开,关,33°C,0%,23,23分钟
20211030172356,开,开,关,33°C,0%,22,23分钟
20211030172358,开,开,关,33°C,0%,23,23分钟
20211030172402,开,开,关,33°C,0%,22,23分钟
20211030172404,开,开,关,33°C,0%,23,23分钟
20211030172410,开,开,关,33°C,0%,22,23分钟
20211030172412,开,开,关,33°C,0%,23,23分钟
20211030172418,开,开,关,33°C,0%,21,23分钟
20211030172420,开,开,关,33°C,0%,22,23分钟
20211030172433,开,开,关,33°C,0%,21,23分钟
20211030172445,开,开,关,32°C,0%,21,25分钟
20211030172447,开,开,关,32°C,0%,22,25分钟
20211030172503,开,开,关,32°C,0%,21,25分钟
20211030172505,开,开,关,32°C,0%,23,25分钟
20211030172519,开,开,关,32°C,0%,22,24分钟
20211030172521,开,开,关,32°C,0%,23,24分钟
20211030172525,开,开,关,32°C,0%,22,24分钟
20211030172527,开,开,关,32°C,0%,23,24分钟
20211030172529,开,开,关,32°C,0%,15,24分钟
20211030172605,开,开,关,32°C,0%,0,24分钟
20211030172704,开,开,关,32°C,0%,0,23分钟
20211030172710,开,开,关,33°C,0%,0,24分钟
20211030172753,开,开,关,33°C,0%,0,23分钟
20211030172835,开,开,关,34°C,0%,0,22分钟
20211030172859,开,开,关,34°C,0%,0,21分钟
20211030172915,开,开,关,35°C,0%,0,21分钟
20211030173000,开,开,关,35°C,0%,0,20分钟
20211030173036,开,开,关,36°C,0%,0,19分钟
20211030173102,开,开,关,37°C,0%,0,18分钟
20211030173143,开,开,关,37°C,0%,0,17分钟
20211030173145,开,开,关,38°C,0%,0,17分钟
20211030173225,开,开,关,38°C,0%,0,16分钟
20211030173301,开,开,关,39°C,0%,0,15分钟
20211030173326,开,开,关,39°C,0%,0,14分钟
20211030173338,开,开,关,40°C,0%,0,14分钟
20211030173414,开,开,关,40°C,0%,0,13分钟
20211030173442,开,开,关,41°C,0%,0,12分钟
20211030173444,开,开,关,41°C,0%,53,12分钟
20211030173450,开,开,关,41°C,0%,46,12分钟
20211030173453,开,开,关,41°C,0%,47,12分钟
20211030173455,开,开,关,41°C,0%,46,12分钟
20211030173457,开,开,关,41°C,0%,47,12分钟
20211030173501,开,开,关,41°C,0%,46,12分钟
20211030173505,开,开,关,41°C,0%,46,11分钟
20211030173507,开,开,关,41°C,0%,41,11分钟
20211030173509,开,开,关,41°C,0%,38,11分钟
20211030173511,开,开,关,41°C,0%,36,11分钟
20211030173519,开,开,关,41°C,0%,35,11分钟
20211030173521,开,开,关,41°C,0%,36,11分钟
20211030173529,开,开,关,41°C,0%,35,11分钟
20211030173535,开,开,关,41°C,0%,36,11分钟
20211030173539,开,开,关,42°C,0%,36,11分钟
20211030173547,开,开,关,41°C,0%,35,12分钟
20211030173549,开,开,关,41°C,0%,36,12分钟
20211030173551,开,开,关,41°C,0%,37,12分钟
20211030173559,开,开,关,42°C,0%,36,11分钟
20211030173603,开,开,关,42°C,0%,35,11分钟
20211030173607,开,开,关,42°C,0%,36,11分钟
20211030173609,开,开,关,42°C,0%,35,11分钟
20211030173613,开,开,关,42°C,0%,36,11分钟
20211030173615,开,开,关,42°C,0%,37,10分钟
20211030173619,开,开,关,42°C,0%,36,10分钟
20211030173623,开,开,关,42°C,0%,35,10分钟
20211030173625,开,开,关,42°C,0%,36,10分钟
20211030173627,开,开,关,42°C,0%,35,10分钟
20211030173632,开,开,关,42°C,0%,36,10分钟
20211030173636,开,开,关,42°C,0%,35,10分钟
20211030173646,开,开,关,42°C,0%,36,10分钟
20211030173648,开,开,关,42°C,0%,35,10分钟
20211030173650,开,开,关,42°C,0%,36,10分钟
20211030173654,开,开,关,42°C,0%,35,10分钟
20211030173700,开,开,关,42°C,0%,36,10分钟
20211030173702,开,开,关,42°C,0%,35,10分钟
20211030173704,开,开,关,42°C,0%,37,10分钟
20211030173708,开,开,关,42°C,0%,35,10分钟
20211030173712,开,开,关,42°C,0%,36,10分钟
20211030173714,开,开,关,42°C,0%,35,10分钟
20211030173716,开,开,关,42°C,0%,35,9分钟
20211030173720,开,开,关,42°C,0%,36,9分钟
20211030173722,开,开,关,42°C,0%,35,9分钟
20211030173724,开,开,关,42°C,0%,36,9分钟
20211030173728,开,开,关,42°C,0%,35,9分钟
20211030173730,开,开,关,42°C,0%,36,9分钟
20211030173732,开,开,关,42°C,0%,35,9分钟
20211030173734,开,开,关,42°C,0%,36,9分钟
20211030173736,开,开,关,42°C,0%,35,9分钟
20211030173740,开,开,关,42°C,0%,36,9分钟
20211030173742,开,开,关,42°C,0%,37,9分钟
20211030173746,开,开,关,42°C,0%,36,9分钟
20211030173748,开,开,关,42°C,0%,31,9分钟
20211030173750,开,开,关,42°C,0%,37,9分钟
20211030173756,开,开,关,42°C,0%,36,9分钟
20211030173758,开,开,关,42°C,0%,37,9分钟
20211030173802,开,开,关,42°C,0%,36,9分钟
20211030173804,开,开,关,42°C,0%,37,9分钟
20211030173808,开,开,关,42°C,0%,36,9分钟
20211030173810,开,开,关,42°C,0%,37,9分钟
20211030173812,开,开,关,42°C,0%,36,9分钟
20211030173815,开,开,关,42°C,0%,37,9分钟
20211030173821,开,开,关,42°C,0%,36,8分钟
20211030173823,开,开,关,42°C,0%,37,8分钟
20211030173825,开,开,关,42°C,0%,35,8分钟
20211030173827,开,开,关,42°C,0%,37,8分钟
20211030173837,开,开,关,42°C,0%,36,8分钟
20211030173839,开,开,关,42°C,0%,37,8分钟
20211030173841,开,开,关,42°C,0%,36,8分钟
20211030173843,开,开,关,42°C,0%,37,8分钟
20211030173845,开,开,关,42°C,0%,36,8分钟
20211030173847,开,开,关,42°C,0%,35,8分钟
20211030173849,开,开,关,42°C,0%,33,8分钟
20211030173853,开,开,关,42°C,0%,35,8分钟
20211030173855,开,开,关,42°C,0%,33,8分钟
20211030173857,开,开,关,42°C,0%,36,8分钟
20211030173905,开,开,关,42°C,0%,35,8分钟
20211030173907,开,开,关,41°C,0%,35,12分钟
20211030173911,开,开,关,41°C,0%,36,12分钟
20211030173917,开,开,关,42°C,0%,37,11分钟
20211030173919,开,开,关,41°C,0%,36,12分钟
20211030173921,开,开,关,41°C,0%,37,12分钟
20211030173925,开,开,关,41°C,0%,36,12分钟
20211030173927,开,开,关,41°C,0%,37,12分钟
20211030173937,开,开,关,41°C,0%,36,12分钟
20211030173939,开,开,关,41°C,0%,37,12分钟
20211030173943,开,开,关,41°C,0%,36,12分钟
20211030173945,开,开,关,41°C,0%,37,12分钟
20211030173953,开,开,关,41°C,0%,36,12分钟
20211030173958,开,开,关,41°C,0%,37,12分钟
20211030174002,开,开,关,41°C,0%,36,12分钟
20211030174004,开,开,关,41°C,0%,37,12分钟
20211030174008,开,开,关,41°C,0%,36,11分钟
20211030174010,开,开,关,41°C,0%,37,11分钟
20211030174012,开,开,关,41°C,0%,36,11分钟
20211030174018,开,开,关,41°C,0%,37,11分钟
20211030174020,开,开,关,41°C,0%,36,11分钟
20211030174036,开,开,关,41°C,0%,0,11分钟
20211030174048,开,开,关,40°C,0%,0,14分钟
20211030174112,开,开,关,40°C,0%,0,13分钟
20211030174149,开,开,关,39°C,0%,0,15分钟
20211030174219,开,开,关,39°C,0%,0,14分钟
20211030174221,开,开,关,38°C,0%,0,17分钟
20211030174225,开,开,关,38°C,0%,0,16分钟
20211030174231,开,开,关,39°C,0%,0,15分钟
20211030174233,开,开,关,38°C,0%,0,17分钟
20211030174243,开,开,关,38°C,0%,0,16分钟
20211030174249,开,开,关,39°C,0%,0,15分钟
20211030174251,开,开,关,38°C,0%,0,17分钟
20211030174255,开,开,关,38°C,0%,0,16分钟
20211030174332,开,开,关,39°C,0%,0,15分钟
20211030174432,开,开,关,39°C,0%,0,14分钟
20211030174438,开,开,关,39°C,0%,0,13分钟
20211030174450,开,开,关,40°C,0%,0,14分钟
20211030174515,开,开,关,40°C,0%,0,13分钟
20211030174521,开,开,关,41°C,0%,0,12分钟
20211030174527,开,开,关,40°C,0%,0,14分钟
20211030174613,开,开,关,41°C,0%,0,12分钟
20211030174645,开,开,关,41°C,0%,0,11分钟
20211030174708,开,开,关,42°C,0%,0,11分钟
20211030174746,开,开,关,42°C,0%,0,10分钟
20211030174835,开,开,关,43°C,0%,0,9分钟
20211030174907,开,开,关,44°C,25%,0,8分钟
20211030174953,开,开,关,44°C,25%,0,7分钟
20211030174959,开,开,关,45°C,25%,0,7分钟
20211030175036,开,开,关,45°C,25%,0,6分钟
20211030175118,开,开,关,46°C,25%,0,5分钟
20211030175203,开,开,关,46°C,25%,0,4分钟
20211030175217,开,开,关,47°C,25%,0,4分钟
20211030175307,开,开,关,47°C,25%,0,3分钟
20211030175356,开,开,关,48°C,25%,0,2分钟
20211030175425,开,开,关,49°C,25%,0,1分钟
20211030175444,开,开,关,49°C,25%,0,0分钟
20211030175446,开,关,开,50°C,100%,0,0分钟
20211030184620,开,关,开,50°C,50%,0,0分钟
20211030184626,开,关,开,49°C,50%,0,0分钟
20211030184638,开,关,开,50°C,50%,0,0分钟
20211030184645,开,关,开,49°C,50%,0,0分钟
20211030184715,开,关,开,50°C,50%,0,0分钟
20211030184721,开,关,开,49°C,50%,0,0分钟
20211030184739,开,关,开,50°C,50%,0,0分钟
20211030184745,开,关,开,49°C,50%,0,0分钟
20211030184834,开,关,开,50°C,50%,0,0分钟
20211030184840,开,关,开,49°C,50%,0,0分钟
20211030184934,开,关,开,50°C,50%,0,0分钟
20211030184946,开,关,开,49°C,50%,0,0分钟
20211030185004,开,关,开,50°C,50%,0,0分钟
20211030185010,开,关,开,49°C,50%,0,0分钟
20211030185059,开,关,开,50°C,50%,0,0分钟
20211030185105,开,关,开,49°C,50%,0,0分钟
20211030185123,开,关,开,50°C,50%,0,0分钟
20211030185129,开,关,开,49°C,50%,0,0分钟
20211030185141,开,关,开,50°C,50%,0,0分钟
20211030185147,开,关,开,49°C,50%,0,0分钟
20211030185200,开,关,开,50°C,50%,0,0分钟
20211030185218,开,关,开,49°C,50%,0,0分钟
20211030185236,开,关,开,50°C,50%,0,0分钟
20211030185242,开,关,开,49°C,50%,0,0分钟
20211030185300,开,关,开,50°C,50%,0,0分钟
20211030185309,开,关,开,49°C,50%,0,0分钟
20211030185324,开,关,开,50°C,50%,0,0分钟
20211030185336,开,关,开,49°C,50%,0,0分钟
20211030185355,开,关,开,50°C,50%,0,0分钟
20211030185407,开,关,开,49°C,50%,0,0分钟
20211030185425,开,关,开,50°C,50%,0,0分钟
20211030185437,开,关,开,49°C,50%,0,0分钟
20211030185501,开,关,开,50°C,50%,0,0分钟
20211030185507,开,关,开,49°C,50%,0,0分钟
20211030185525,开,关,开,50°C,50%,0,0分钟
20211030185538,开,关,开,49°C,50%,0,0分钟
20211030185602,开,关,开,50°C,50%,0,0分钟
20211030185608,开,关,开,49°C,50%,0,0分钟
20211030185620,开,关,开,50°C,50%,0,0分钟
20211030185626,开,关,开,49°C,50%,0,0分钟
20211030185632,开,关,开,50°C,50%,0,0分钟
20211030185638,开,关,开,49°C,50%,0,0分钟
20211030185644,开,关,开,50°C,50%,0,0分钟
20211030185656,开,关,开,49°C,50%,0,0分钟
20211030185721,开,关,开,50°C,50%,0,0分钟
20211030185727,开,关,开,49°C,50%,0,0分钟
20211030185745,开,关,开,50°C,50%,0,0分钟
20211030185757,开,关,开,49°C,50%,0,0分钟
20211030185809,开,关,开,49°C,50%,0,0分钟
20211030185815,开,关,开,50°C,50%,0,0分钟
20211030185821,开,关,开,49°C,50%,0,0分钟
20211030185833,开,关,开,50°C,50%,0,0分钟
20211030185845,开,关,开,49°C,50%,0,0分钟
20211030185858,开,关,开,50°C,50%,0,0分钟
20211030185916,开,关,开,49°C,50%,0,0分钟
20211030185928,开,关,开,50°C,50%,0,0分钟
20211030185946,开,关,开,49°C,50%,0,0分钟
20211030185958,开,关,开,50°C,50%,0,0分钟
20211030190016,开,关,开,49°C,50%,0,0分钟
20211030190059,开,关,开,50°C,50%,0,0分钟
20211030190135,开,关,开,49°C,50%,0,0分钟
20211030190153,开,关,开,50°C,50%,0,0分钟
20211030190159,开,关,开,49°C,50%,0,0分钟
20211030190205,开,关,开,50°C,50%,0,0分钟
20211030190211,开,关,开,49°C,50%,0,0分钟
20211030190233,开,关,开,50°C,50%,0,0分钟
20211030190242,开,关,开,49°C,50%,0,0分钟
20211030190254,开,关,开,50°C,50%,0,0分钟
20211030190306,开,关,开,49°C,50%,0,0分钟
20211030190324,开,关,开,50°C,50%,0,0分钟
20211030190348,开,关,开,49°C,50%,0,0分钟
20211030190400,开,关,开,50°C,50%,0,0分钟
20211030190419,开,关,开,49°C,50%,0,0分钟
20211030190425,开,关,开,50°C,50%,0,0分钟
20211030190427,开,关,开,49°C,50%,0,0分钟
20211030190429,开,关,开,49°C,50%,8,0分钟
20211030190437,开,关,开,49°C,50%,0,0分钟
20211030190449,开,关,开,50°C,50%,0,0分钟
20211030190531,开,关,开,49°C,50%,0,0分钟
20211030190537,开,关,开,50°C,50%,0,0分钟
20211030190620,开,关,开,49°C,50%,0,0分钟
20211030190638,开,关,开,50°C,50%,0,0分钟
20211030190715,开,关,开,49°C,50%,0,0分钟
20211030190720,开,关,开,50°C,50%,0,0分钟
20211030190732,开,关,开,49°C,50%,0,0分钟
20211030190745,开,关,开,50°C,50%,0,0分钟
20211030190946,开,关,开,49°C,50%,0,0分钟
20211030190948,开,关,开,49°C,50%,10,0分钟
20211030200128,开,关,开,49°C,50%,0,0分钟
20211030200514,开,关,开,49°C,50%,0,0分钟
20211030202103,关,关,关,49°C,50%,0,0分钟
20211030202105,关,关,关,49°C,50%,8,0分钟
20211030201707,关,关,关,49°C,50%,0,0分钟
20211030201713,关,关,关,48°C,50%,0,0分钟
20211030201807,关,关,关,49°C,50%,0,0分钟
20211030201813,关,关,关,48°C,50%,0,0分钟
20211030201908,关,关,关,49°C,50%,0,0分钟
20211030201914,关,关,关,48°C,50%,0,0分钟
20211030201926,关,关,关,49°C,50%,0,0分钟
20211030201938,关,关,关,48°C,50%,0,0分钟
20211030201944,关,关,关,49°C,50%,0,0分钟
20211030201956,关,关,关,48°C,50%,0,0分钟
20211030202006,关,关,关,49°C,50%,0,0分钟
20211030202008,关,关,关,48°C,50%,0,0分钟
20211030202015,关,关,关,49°C,50%,0,0分钟
20211030202021,关,关,关,48°C,50%,0,0分钟
20211030202033,关,关,关,49°C,50%,0,0分钟
20211030202039,关,关,关,48°C,50%,0,0分钟
20211030202057,关,关,关,49°C,50%,0,0分钟
20211030202109,关,关,关,48°C,50%,0,0分钟
20211030202127,关,关,关,49°C,50%,0,0分钟
20211030202139,关,关,关,48°C,50%,0,0分钟
20211030202151,关,关,关,49°C,50%,0,0分钟
20211030202157,关,关,关,48°C,50%,0,0分钟
20211030202159,关,关,关,48°C,50%,63,0分钟
20211030202118,关,关,关,48°C,50%,61,0分钟
20211030202127,关,关,关,48°C,50%,51,0分钟
20211030202312,关,关,关,48°C,50%,0,0分钟
20211030202314,关,关,关,48°C,50%,10,0分钟
20211030202316,关,关,关,48°C,50%,48,0分钟
20211030202318,关,关,关,48°C,50%,50,0分钟
20211030202320,关,关,关,48°C,50%,48,0分钟
20211030202324,关,关,关,48°C,50%,50,0分钟
20211030202326,关,关,关,48°C,50%,31,0分钟
20211030202328,关,关,关,48°C,50%,32,0分钟
20211030202330,关,关,关,48°C,50%,30,0分钟
20211030202340,关,关,关,48°C,50%,31,0分钟
20211030202342,关,关,关,48°C,50%,32,0分钟
20211030202351,关,关,关,48°C,50%,30,0分钟
20211030202403,关,关,关,48°C,50%,28,0分钟
20211030202405,关,关,关,48°C,50%,30,0分钟
20211030202409,关,关,关,48°C,50%,28,0分钟
20211030202411,关,关,关,48°C,50%,30,0分钟
20211030202413,关,关,关,48°C,50%,28,0分钟
20211030202423,关,关,关,48°C,50%,30,0分钟
20211030202429,关,关,关,48°C,50%,28,0分钟
20211030202431,关,关,关,48°C,50%,27,0分钟
20211030202433,关,关,关,48°C,50%,26,0分钟
20211030202435,关,关,关,48°C,50%,27,0分钟
20211030202439,关,关,关,48°C,50%,26,0分钟
20211030202441,关,关,关,48°C,50%,27,0分钟
20211030202449,关,关,关,48°C,50%,26,0分钟
20211030202451,关,关,关,48°C,50%,27,0分钟
20211030202453,关,关,关,48°C,50%,25,0分钟
20211030202455,关,关,关,48°C,50%,23,0分钟
20211030202457,关,关,关,48°C,50%,28,0分钟
20211030202459,关,关,关,48°C,50%,27,0分钟
20211030202501,关,关,关,48°C,50%,26,0分钟
20211030202503,关,关,关,48°C,50%,27,0分钟
20211030202505,关,关,关,48°C,50%,26,0分钟
20211030202507,关,关,关,48°C,50%,27,0分钟
20211030202509,关,关,关,48°C,50%,26,0分钟
20211030202515,关,关,关,48°C,50%,27,0分钟
20211030202523,关,关,关,48°C,50%,26,0分钟
20211030202527,关,关,关,47°C,50%,26,0分钟
20211030202529,关,关,关,47°C,50%,27,0分钟
20211030202536,关,关,关,48°C,50%,27,0分钟
20211030202540,关,关,关,47°C,50%,27,0分钟
20211030202542,关,关,关,47°C,50%,26,0分钟
20211030202552,关,关,关,47°C,50%,27,0分钟
20211030202554,关,关,关,47°C,50%,26,0分钟
20211030202600,关,关,关,47°C,50%,27,0分钟
20211030202602,关,关,关,47°C,50%,26,0分钟
20211030202606,关,关,关,47°C,50%,27,0分钟
20211030202608,关,关,关,47°C,50%,26,0分钟
20211030202610,关,关,关,47°C,50%,27,0分钟
20211030202616,关,关,关,47°C,50%,26,0分钟
20211030202620,关,关,关,47°C,50%,27,0分钟
20211030202622,关,关,关,47°C,50%,26,0分钟
20211030202636,关,关,关,47°C,50%,27,0分钟
20211030202638,关,关,关,47°C,50%,26,0分钟
20211030202642,关,关,关,47°C,50%,27,0分钟
20211030202646,关,关,关,47°C,50%,26,0分钟
20211030202648,关,关,关,47°C,50%,27,0分钟
20211030202650,关,关,关,47°C,50%,26,0分钟
20211030202652,关,关,关,47°C,50%,27,0分钟
20211030202709,关,关,关,47°C,50%,27,0分钟
20211030202710,关,关,关,47°C,50%,26,0分钟
20211030202715,关,关,关,47°C,50%,27,0分钟
20211030202729,关,关,关,47°C,50%,26,0分钟
20211030202731,关,关,关,47°C,50%,27,0分钟
20211030202733,关,关,关,47°C,50%,26,0分钟
20211030202737,关,关,关,47°C,50%,27,0分钟
20211030202739,关,关,关,47°C,50%,26,0分钟
20211030202745,关,关,关,47°C,50%,27,0分钟
20211030202747,关,关,关,47°C,50%,21,0分钟
20211030202837,关,关,关,47°C,50%,0,0分钟
20211030204859,关,关,关,46°C,50%,0,0分钟
20211030204911,关,关,关,46°C,50%,0,0分钟
20211030204917,关,关,关,45°C,50%,0,0分钟
20211030204929,关,关,关,46°C,50%,0,0分钟
20211030204935,关,关,关,45°C,50%,0,0分钟
20211030204947,关,关,关,46°C,50%,0,0分钟
20211030205012,关,关,关,45°C,50%,0,0分钟
20211030205018,关,关,关,46°C,50%,0,0分钟
20211030205352,关,关,关,45°C,50%,0,0分钟
20211030211136,关,关,关,45°C,25%,0,0分钟
20211030211206,关,关,关,45°C,25%,0,0分钟
20211030211212,关,关,关,44°C,25%,0,0分钟
20211030211242,关,关,关,45°C,25%,0,0分钟
20211030211254,关,关,关,44°C,25%,0,0分钟
20211030211300,关,关,关,45°C,25%,0,0分钟
20211030213113,关,关,关,44°C,25%,0,0分钟
20211030213115,关,关,关,44°C,25%,12,0分钟
20211030213119,关,关,关,44°C,25%,13,0分钟
20211030213125,关,关,关,44°C,25%,15,0分钟
20211030213129,关,关,关,44°C,25%,16,0分钟
20211030213131,关,关,关,44°C,25%,15,0分钟
20211030213137,关,关,关,44°C,25%,16,0分钟
20211030213141,关,关,关,44°C,25%,15,0分钟
20211030213143,关,关,关,44°C,25%,16,0分钟
20211030213145,关,关,关,44°C,25%,15,0分钟
20211030213147,关,关,关,44°C,25%,16,0分钟
20211030213153,关,关,关,44°C,25%,15,0分钟
20211030213157,关,关,关,44°C,25%,16,0分钟
20211030213159,关,关,关,44°C,25%,15,0分钟
20211030213203,关,关,关,44°C,25%,16,0分钟
20211030213205,关,关,关,44°C,25%,15,0分钟
20211030213209,关,关,关,44°C,25%,16,0分钟
20211030213217,关,关,关,44°C,25%,15,0分钟
20211030213245,关,关,关,44°C,25%,16,0分钟
20211030213247,关,关,关,44°C,25%,15,0分钟
20211030213316,关,关,关,44°C,25%,16,0分钟
20211030213318,关,关,关,44°C,25%,15,0分钟
20211030213320,关,关,关,43°C,25%,16,0分钟
20211030213322,关,关,关,43°C,25%,15,0分钟
20211030213326,关,关,关,43°C,25%,16,0分钟
20211030213330,关,关,关,43°C,25%,13,0分钟
20211030213332,关,关,关,43°C,25%,17,0分钟
20211030213334,关,关,关,43°C,25%,16,0分钟
20211030213336,关,关,关,43°C,25%,17,0分钟
20211030213338,关,关,关,43°C,25%,16,0分钟
20211030213340,关,关,关,43°C,25%,17,0分钟
20211030213344,关,关,关,43°C,25%,16,0分钟
20211030213346,关,关,关,43°C,25%,17,0分钟
20211030213356,关,关,关,43°C,25%,16,0分钟
20211030213404,关,关,关,43°C,25%,17,0分钟
20211030213414,关,关,关,43°C,25%,16,0分钟
20211030213422,关,关,关,43°C,25%,17,0分钟
20211030213424,关,关,关,43°C,25%,15,0分钟
20211030213430,关,关,关,43°C,25%,0,0分钟
20211030215045,关,关,关,42°C,25%,0,0分钟
20211030215051,关,关,关,41°C,25%,0,0分钟
20211030215104,关,关,关,42°C,25%,0,0分钟
20211030215110,关,关,关,41°C,25%,0,0分钟
20211030215116,关,关,关,42°C,25%,0,0分钟
20211030215128,关,关,关,41°C,25%,0,0分钟
20211030215134,关,关,关,42°C,25%,0,0分钟
20211030215932,关,关,关,41°C,25%,0,0分钟
20211030215934,关,关,关,41°C,25%,8,0分钟
20211030215938,关,关,关,41°C,25%,47,0分钟
20211030215942,关,关,关,41°C,25%,48,0分钟
20211030215944,关,关,关,41°C,25%,46,0分钟
20211030215947,关,关,关,41°C,25%,45,0分钟
20211030215948,关,关,关,41°C,25%,47,0分钟
20211030215955,关,关,关,41°C,25%,46,0分钟
20211030215957,关,关,关,41°C,25%,47,0分钟
20211030215959,关,关,关,41°C,25%,46,0分钟
20211030220001,关,关,关,41°C,25%,47,0分钟
20211030220003,关,关,关,41°C,25%,46,0分钟
20211030220009,关,关,关,41°C,25%,47,0分钟
20211030220013,关,关,关,41°C,25%,46,0分钟
20211030220015,关,关,关,41°C,25%,47,0分钟
20211030220017,关,关,关,41°C,25%,46,0分钟
20211030220019,关,关,关,41°C,25%,47,0分钟
20211030220023,关,关,关,41°C,25%,46,0分钟
20211030220027,关,关,关,41°C,25%,47,0分钟
20211030220029,关,关,关,41°C,25%,46,0分钟
20211030220033,关,关,关,41°C,25%,47,0分钟
20211030220035,关,关,关,41°C,25%,46,0分钟
20211030220039,关,关,关,41°C,25%,47,0分钟
20211030220041,关,关,关,41°C,25%,46,0分钟
20211030220055,关,关,关,41°C,25%,51,0分钟
20211030220057,关,关,关,41°C,25%,50,0分钟
20211030220059,关,关,关,40°C,25%,51,0分钟
20211030220101,关,关,关,40°C,25%,46,0分钟
20211030220108,关,关,关,40°C,25%,43,0分钟
20211030220119,关,关,关,40°C,25%,37,0分钟
20211030220121,关,关,关,40°C,25%,28,0分钟
20211030220123,关,关,关,40°C,25%,31,0分钟
20211030220127,关,关,关,40°C,25%,30,0分钟
20211030220129,关,关,关,39°C,25%,31,0分钟
20211030220137,关,关,关,39°C,25%,30,0分钟
20211030220212,关,关,关,39°C,25%,31,0分钟
20211030220218,关,关,关,39°C,25%,30,0分钟
20211030220154,关,关,关,39°C,25%,31,0分钟
20211030220210,关,关,关,39°C,25%,0,0分钟
20211030220252,关,关,关,38°C,25%,0,0分钟
20211030220256,关,关,关,37°C,25%,0,0分钟
20211030220258,关,关,关,37°C,25%,10,0分钟
20211030220306,关,关,关,37°C,25%,37,0分钟
20211030220329,关,关,关,37°C,25%,32,0分钟
20211030220331,关,关,关,37°C,25%,35,0分钟
20211030220333,关,关,关,37°C,25%,33,0分钟
20211030220441,关,关,关,37°C,25%,0,0分钟
20211030220514,关,关,关,36°C,25%,0,0分钟
20211030220516,关,关,关,36°C,25%,20,0分钟
20211030220518,关,关,关,36°C,25%,31,0分钟
20211030220524,关,关,关,36°C,25%,28,0分钟
20211030220526,关,关,关,36°C,25%,30,0分钟
20211030220536,关,关,关,36°C,25%,43,0分钟
20211030220552,关,关,关,36°C,25%,42,0分钟
20211030220554,关,关,关,36°C,25%,43,0分钟
20211030220556,关,关,关,36°C,25%,42,0分钟
20211030220558,关,关,关,36°C,25%,43,0分钟
20211030220600,关,关,关,36°C,25%,42,0分钟
20211030220602,关,关,关,36°C,25%,43,0分钟
20211030220612,关,关,关,36°C,25%,42,0分钟
20211030220618,关,关,关,35°C,25%,42,0分钟
20211030220620,关,关,关,35°C,25%,36,0分钟
20211030220622,关,关,关,35°C,25%,37,0分钟
20211030220638,关,关,关,35°C,25%,36,0分钟
20211030220640,关,关,关,35°C,25%,37,0分钟
